,neg_words,count,documents
12,물러나다,51,"['httpsnews.v.daum.netv20210610170702662송영길 대표는 민주당 말아먹고 있네요. 우리 당에 내로남불 대마왕이 송영길이네. 물러나세요', '민주당 말아먹으려고 국짐당에서 심어놓은 트로이 목마 아닌지 의심스럽다 하루도 조용히 지나가는 날이 없구나송영길 찍은 민주당 당원들이 알아서 물러나게 좀 해라', '아주 개떼처럼 발광하네요. 저도 같은 생각이지만 저것들이 그렇게 쉽게 물러나진 않겠지요.그러니 더 우리가 정신 바짝 차려야 하구요.지상낙연 오렌지 꺼져.']"
13,거짓말,50,"['당선되면 문프를 도와주겠다고 거짓말하고 이재명 윤리위 회부하겠다 고 거짓말치고당선된 사기꾼같은 송영길은 이재명과 함께 민주당에서 사라져라', '얘는 거짓말이 일상이고 습관이고 인간 그자체입니다. 정말 사소한 것도 다 거짓말이에요.', '나는 누가 전과4범. 특히 사칭 전과 있다고 하면 그 인간 말은 백번 검증했어도 의심할텐데.안 그렇습니까?그냥 입만 열면 거짓말이 줄줄 새는 인간을 어떻게 믿어요']"
14,실수,48,"['ㅜ ㅜ역시 우려하던바대로말실수 아니죠.인성이 그런 겁니다.공감 능력 부족민주당은 계속 후퇴하는 거죠.내가 싫어하는 그 찌그러기 당으로 가고 있네요.송영길 뽑은 사람들 행복하십니까?', '대참사에 따뜻한 위로도 모자를 판에.말실수해서 점수 깎아 먹으니.이해찬추미애우상호 시절이 그립다.개혁속도는 느리게 해서 언론검찰의 반격허용하고 이러다가 정권까지 넘겨줄까 두렵다.', '대통령님이 해외순방에서 눈부신 성과를 내고 역대급의 대우를 받아도 기사하나 쓰지 않는 언론 가만히 놔두고 하루가 멀다하고 말실수에.당 더 망치지 말고 송영길 대표는 사퇴하세요.']"
15,싸우다,47,"['조중동 원하는 데로 이준석이 당대표가 됐네요.조중동 정말 무섭습니다. 우리는 이제 하나로 뭉쳐조중동과 싸워야 합니다.', '당원들은 도대체 뭐하는 사람들인가.지금 민주당 안에서 니편 내편 놓고싸울 상황인가.초등학교 반장선거 하나.한심하다.', '공감합니다. 이재명 이낙연 정세균 누가되던 민주당의 재집권이 목표가 되어야 하는데 한가하게 우리끼리 싸우는듯']"
16,버리다,44,"['자신 없으면 쉬세요 경선연기 반대 지금은 정권재창출 시간차차기에 사면발이 신념버리고 내각제 개헌버리고 보선대패 책임지시고 재난보상 보편지급 찬성하시고해보시던지', '그 반대지요.정권 헌납할 생각이 없다면 이재명을 정리하고 가야 합니다.흠이 너무 많은 사람입니다.검찰이나 극우들이 물어뜯기 딱 좋아요.당을 위해서 손가혁님들 욕심을 버려주세요.', '송 대표는 신속히 개혁입법을 처리하라수술실 cctv하나 다는데 수술실 밖에 달아야 한다는 어처구없는 발상을 버리기 바라며좌고우면 하지 말고 신속히 개혁입법을 처리하기 바란다']"
17,미루다,43,"['옳은 말씀이며 언론개혁 검찰개혁을 미룬 이낙연의 책임이 크며 송영길 역시 마찬가지다조국에게 핑계대지마라조국 추미애 덕분에 그나마 낮은 지지를 유지하고 있다', '에휴 제가 보기에는 자기가 대통령하고 싶은 것 같아요 지금부터라도 대선후보 밀어주기 해야 하는데 이재명은 싫고 ㅡㅡ 아니 ㅡㅡ 에휴 2달이나 미루다니 참나', '검언개혁 질질 끌던 것들이 경선도 미루자고? 이것들이 쳐돌았나.밀가루 반죽 같은 것들 밤샘 궁리가 연기였어? 검언개혁 없이 니들 재선? 꿈이나 꿔라.']"
18,부족,41,"['이재명이는 5년 전부터 대권재수생을로보름전출마한 강원도지사는 이제 준비형평성에 안맞고78월더위 여름휴가에 어떤 사람이 민주경선에 관심없소?전과4범 쌍욕파일등 상호검증시간이 부족해요', 'ㅜ ㅜ역시 우려하던바대로말실수 아니죠.인성이 그런 겁니다.공감 능력 부족민주당은 계속 후퇴하는 거죠.내가 싫어하는 그 찌그러기 당으로 가고 있네요.송영길 뽑은 사람들 행복하십니까?', '진짜 바보들만 내보냄말도 못하고 논리도 없고 무엇보다 정부 정책이나 현상황에 대한 이해가 턱없이 부족해서 국짐쪽에 허구헌날 발리고 감정에나 호소']"
19,재난,40,"['2030들이 집 못 사서 재난의 시대 라는 여당 대표???40 50들이 집 못 사는 것은 무슨 시대라 해야 할까???더불어민주당 대표의 무식함이 언론을 찌른다. 매우 걱정스럽다.', '벌써부터 차기 정권의 세금폭탄 공포가 확산되는 가운데 국민 세금으로 부자한테까지 전국민 재난지원금 지급하는 거 지지율 상승효과 는 커녕 오히려 국민 반감만 커질 것이다.', '자신 없으면 쉬세요 경선연기 반대 지금은 정권재창출 시간차차기에 사면발이 신념버리고 내각제 개헌버리고 보선대패 책임지시고 재난보상 보편지급 찬성하시고해보시던지']"
20,무섭다,39,"['아무리 헛말을 해도 정도가 있지 이게 뭡니까 인사사고 난 곳에다가 저런 말을 어찌 합니까?비대위 꾸리세요 이제보니 대선이 문제가 아니라 당 존립이 걱정이네.솔직히 이젠 무섭습니다.', '대통령님이 이리 고생하시고 계신데.진짜 정권교체 되어도 정신 못차릴것 같아무섭다.일부러 이렇게 해서 그냥 근근히 정치인으로밥먹고 살고 싶어서 이러나 싶을 정도다.', '이준석이 그렇게 무섭나?따르릉 타고 출근하는 걸로 시비를거나?에이구 정말로 유치하고 챙피해서 얼굴을 못들겠네.나.민주당 원이라고 말안한다.창피해서.쯪쯔쯔.']"
21,당하다,39,"['딱봐도 작전주구만 문프가 당했던 대우를 떠올려보시면 쉬움지금 누가 그 대우를 이어받고 있는 지누가 적들에게 가장 아픈 사람인지 .그리고 송영길은 언제 짤리죠?', '맞습니다.이유는 경선떨어지면 후다닥 털당해서 따로 대선 출마하겠다는 꼬름함삼복더위속에 마스크 끼고 무스 잔치를?문대텅령님 만세 대한민국 만세 이문덕 만만세', '버스기사님도 참사 당하신 피해자분이신데 제정신인가요?뇌 안거치고 말 할 생각이면 아예 입을 열지 마세요.']"
22,부럽다,38,"['그리고 요즘 어리면 선이고 늙으면 악입니까?그럼 평균 연령 제일 낮은 일베 집단 당대표 시키고 공천주면 되겠네요송영길이 당신 이준석이 부러우면 걍 전부 일베들로 채우세요', '국짐당 이준석 돌풍 부럽나요?그래서 우리도 따라하나요?창피하지 않나요?나이가 개혁의 모든 것은 아닙니다.검찰 언론개혁 어디로 갔나요? 하던 일이나 서둘러 해주세요', '현실만 보고 평가 하는 2030 과 평가 하지 맙시다.그렇게 부러우면 나가세요댁 글은 민주당을 혼란만 부추기는 거에요민주당 망해도 민주당 스럽게 갑니다']"
23,걸리다,37,"['맞습니다 이재명은 민주당에선 절대 가망없죠불광동휘발류오늘도 글로 응가 싸지르는구나 가족한데 패륜쌍욕 날리고 불륜으로 송사 걸린자지지하면서 그딴 소리 안 부끄럽나 몰라', '죄명이가 민주당 이에요???내가 알기 로는 민주당에 기생하다 틈만 나면야당 세력들 하고 야합 하는 걸로 아는데.죄명이는 국힘에 목줄이 콧줄 다 걸려서 게임이 안 되요', '당장 사퇴해라 머리에 코로나 걸렸냐?? 무슨 망말을 그렇게 하냐?? 권리당 원으로써 그대는 당대표 자격이 없다 당장 사퇴하고 유가족앞에 무릎 꿇고 사죄해라']"
24,더럽다,36,"['불광동휘발류이끼만도 못한놈은 이낙연전대표님을 뭐라고 나불대고 있냐? 이더러운놈 너죽고싶냐? 명예회손 하지 마라 앞으로는 이무식하기는 둘째가라면 서러울 야', '이죄명 이 사람입니까 더러운 짓은 다하고 도덕적으로 나 윤리적으로 국힘당후보가 이죄명보다는 깨끗할 것입니다 이죄명 백전백패입니다', '반이재명 연대 싹대 없에버려야 란다 더럽다 진짜 잘해서 인정 받을생객을 해야지 온갖 술수만 쓰려고']"
25,가짜,35,"['경선연기 하자는 사람들한테 가짜 약 파는 약장수라니 이런 인간이 김대중 노무현 문재인을 이을 차기 대통령감으로 적합한가. 경선에서 꼭 떨어트려야 한다', '또 핵심법안만 빼놓고 교섭 들어가는 건가요? 제일 중요한 부분 아닌가요? 가짜뉴스 범람에 악의적인 왜곡 보도이제는 필히 개선되어야만 하는 문제입니다', '극우나 극좌 사기꾼들 유튜브로 돈이벌리니 환장하고 가짜뉴스 생산하며 같은 사기꾼 지지하는 건 인지상정']"
26,나쁘다,34,"['용구야 느그 이재명 제대로 일한 거 얘기하라고없어서 못 하냐? 남양주 시장이 나쁜 놈이라치고 그 나쁜 놈이 일해놓은거 지 업적이라고 쎄벼온게 느그 이재명', '송영길 찍은 당원을 탓해야 합니다. 송영길은 무능력이라고 하기 보단 머리가 나쁜 것 같습니다.민주당은 하락하는 것 만 남은 것 같아요. ㅠㅠ', '엠빙싱 이죄명 빠는데 혈안이죠문대통령인기가 떨어져야 이낙연대표님을 유리시킬 수 있거든요엠빙싱은 절대 안봅니다 나쁜 엠빙싱']"
27,최악,34,"['이재명이 야당 과 야합 들어 갔다면 민주당 최악에 상황이 오죠.민주당에서 라도 터트려야 최악에 상항을 면할거라 봅니다', '돈 줄톄니 집 줄테니대출해줄 테니지지해 달라 이런 정책 이런 공약은 개인적인 생각이지만 최악의 정치다', '역대급 최악 당대표네해골찬보다 더한 인간일줄이야입으로 똥만 싸고 일만 망치고 있는데 x맨이냐?']"
28,비난,34,"['연정 주장 조국비난 탈원전 반대소득주도 성장 비난 대통령등 뒤에 칼 꽂는 악마가 앞으로 대선에서 한몫하겠단다죽일놈', '같은 민주당인데.정정당당 경쟁하고 후보자 지지해주는 게 민주당 지지자의 일 아닌가요? 입만 열면 원색적인 비난하는 분들.국짐당 이중대 아닙니까?', '양정철이 연정 주장? 이런 개자식이군요 양정철 적극 추천한 놈이 조국을 비난해?나쁜놈']"
29,의심,34,"['나는 누가 전과4범. 특히 사칭 전과 있다고 하면 그 인간 말은 백번 검증했어도 의심할텐데.안 그렇습니까?그냥 입만 열면 거짓말이 줄줄 새는 인간을 어떻게 믿어요', '민주당 말아먹으려고 국짐당에서 심어놓은 트로이 목마 아닌지 의심스럽다 하루도 조용히 지나가는 날이 없구나송영길 찍은 민주당 당원들이 알아서 물러나게 좀 해라', '댁 글과 같은 마음빨리 해도 똑같을텐데왜?니들이 이 난리를 피냔 말이냐그게 의심스러워서 니들 의견에 반대할 뿐이야']"
30,포기,32,"['포기하지 마시고 우리 문프님이 인정하신분 결이나 태도가 한결같고 품격까지 갖추신 이낙연전대표님을 차기 대통령으로 밀어 주셔아해요 꼭 그렇게 되야만 민주주의가 뒷걸음 치지 않습니다', '내부총질러 김해영과 검증안된 이상한 이동학이들이 뭘 한다고? 대선포기나 다름없는데. .이해안가네. .이재명이 대통령되는 거보다 아무나되서 개헌하면 본인들한테는 이익이다 이거냐?', '여당 대표라는 사람의 생각이 저 정도 밖에 안 되는 가.구명조끼는요.는가 차라리 낫지저런 사고방식을 갖고 있는 자가 계속 당대표라면 차기 정권은 포기해야 한다는 거다']"
31,욕하다,32,"['당 대표가되서 헛소리만할꺼면 입좀다무세요국짐당까지 욕하잖아요', '이재명 지지를 넘어서 이낙연은 아예 대놓고 욕하던데요.', '응원했으나 문재인데통령을 욕하고 싶은 이유가 뭡니까']"
32,분노,32,"['한 가족이 사냥당하고 있는데분노하지 않는 자외면하는 자검찰 윤석렬과 한 통속이다 고 생각한다 많은 사람들이 그의 책을 생각만 해도눈물이 난다 인간으로 부끄럽게 살지는 말자', '이글의 분노는당에 대한 애정이겠지요많이 공감되구요자주 오셔서 합리적인 문제제기비판적 대안제시많이 해주셨으면 합니다 정신차리자제발님 같으신 분이우리당의 희망입니다', '절대 그냥 못넘깁니다.소환서명은 이미했습니다.당대표자리에서 물러나지 않는다면전 당원 탈퇴할겁니다.절대 그냥넘어갈 수 없을 정도의 분노가 치밀어오르네요.']"
33,패배,31,"['박영선 입에서 십만원 나오고 동네에 십만원 플랭카드 걸리는 순간 제 얼굴이 다 화끈거렸죠.사람들의 비웃음에 패배를 예감했어요.', '개혁파 중심으로 주도를 하던 지이번 대권 패배하면 저는 민주당을 영원히 떠날겁니다.', '근데 유시민 0승이잖아집권여당 당원이면 제발 패배에. 쩔은 야당근성 좀 버려']"
34,불법,31,"['낙연이가 청렴 하다 고 누가 그랬던가불법이한 불법 자 저지르고 깨끗한척.대통령? 꿈깨라', '욕 쳐먹을 형이라면 그것은 형 동생은 아니제동생에게 불법 청탁을 강요한 형이라면넘이나 다름없는 것 아녀.님 집안은 안녕하신가요?', '저런 자료들 잘 찾으시네요. 대단하세요.순간 빵 터졌어요.어머니가 무슨 약을 팔았길래.약사가 아닌데 약장사는 불법 아닌가요?']"
35,떠들다,30,"['결국 우려했던 대로ㅡ민주당은 무작정 페미옹호로인해 2340대 표심을 전부 잃었다ㅡ더구나 그 표들이 양두구육 작전으로 입으로 만떠들어대는 저들에게 급기야 넘어가기까지ㅠㅠ한심하다', '지금 민주당에 이재명 있으면 폭망각이에요 욕설파일 하루 종일 종편에서 하루 동안 떠들면 민주당 회생불가인데요??', '재명이가 주식고수라고 본인입으로 떠들어요. 성남시장시절부터 주식투자한게 자랑이라고?']"
36,모자라다,29,"['미치겠다 정말 .언론이 써주지 않는 g7성과 과시해도 모자랄 판국에 뭐하자는 건지 .민주당 정동영 시절로 돌아가라고 이렇게까지나 지극정성일줄이야 ㅠ혈압올라 미치겠네', '대표중에 이런 경솔한 인간은 첨본다머리가 진짜 모자란 물건인지지 반성도 전혀 안될거고이거 언제까지 그냥 둘건가무식한게 신념은 있어서', '인물경험능력인성 어느것 하나 모자란 것이 없네요.민주당 대통령 이낙연.이재명씨는 창당해서 오렌지들 모아서 하세요. 작성자 지동이']"
37,위기,29,"['간판만 다를 뿐 만주나 국찜이나 일꾼은 멸종 위기. 정치꾼들 모리배들은 차고넘치지', '왜 당대표를 공격하는가 야당의 변화를 보고도 위기의식을 못느끼는 가?', '당을 도구로 사용하는 정치를 당장 멈추고 양심에 따라 사퇴하라 민주당에게 180석을 안겨준 국민과 당을위해 헌신하는 당원들을 무시하는 행보를 당장 멈추고 사퇴하라경선에선 친문 당선후 행보는 반문하고 있는 송영길은 당장 사퇴하라계파정치만도 못한 초등학생도 안할 인맥정치를 하고 있는 역태 최악의 무능한 당대표는 당장 사퇴하라 미래를 보지 못하고 구태정치를 하고 있는 송영길은 사퇴하라송영길은 사퇴하라송영길 당대표님솔직히 간이 콩알만한 쫄보가 아니라면 지금 당의 위기에 대한 책임을 지고 사퇴하세요 정치인생 말년을 이해찬처럼 추하게 보내고 싶지 않으시면 처신 잘하십시오']"
38,부정,28,"['할 수 있을 정도로 민주당의 현 정치 paradigm을 근본적으로 부정하고 파격적으로 국민의 마음에 다가갈 수 있는 혁신적 생각을 해야 합니다 계속 여당 하시려면요 ㅠ ㅠ', '부패부정은 새누리당이 덤태기 써온 단어인데 이제는 민주당도 내로남불로 더 망칙스런 단어로 똥칠당하고 있네내로남불 어서 탈당하거라 민주당을 위해서 빈다', '악마가 울고 가겠어요.이러니 지지율 떨어지고 당에 부정적인 인식만 늘어나죠']"
39,사라지다,25,"['오늘 당비 빠져나간걸 보고 또 생각했죠 지금은 이낙연 대표님 외에는 답이 없구나.찢 경선 떨어지고 딴 당 차려서 나가서 대선 나가주라 그리고 꼭 검증 받고 사라져주라', '전 국민 양극화의 마중물 해결책은 기본소득으로 완화할 수 있다. 폭동이 안 일어나는 게 신기할 뿐이다. 노동의 가치가 사라진 시대에 우리 모두는 살아가고 있다. 끝.', '내가 지지하지 않는 대선 후보라고 해서 맹목적으로 욕부터 하고 시작하는 야만은 사라져야 한다 라고 했습니다 .우리는 오직 더불어민주당 당원입니다']"
40,잘못,25,"['말하기 전에 생각했나요? 생각할 지능은 있나요? 지식이 부족하고 지능이 낮은 건 당신의 잘못이 아닙니다', '당 대표라는 사람이 인간성에 의심이 되는 발언을 한다는 게 정상적으로 보이십니까?사고가 일어나자 도주한 업체를 비난만해도 모자를 지경인데버스기사의 운전자 본능? 그렇게 되면 살아날 수 있었다?대표님께서 직접 그 상황에 직면하지도 않으셨으면서 비극적인 사고를 어찌 그리 단순하게 생각하실 수 있으신겁니까?과거 연평도 포격사건 당시 폭탄주 발언을 하신 이후로 성숙해진 모습을 보이기는 커녕 그때와 다를 바가 없는 모습을 보여주고 계시는데 당대표라는 사람이 보여줘도 괜찮다 생각하시는 겁니까?야당도 그저 한명의 정치인도 아닌 여당의 당대표로써 말입니다 사과를 하실게 아니라 사퇴를 하심으로써 자신의 잘못을 뉘우치시십시오', '잘못이 없는 데 왜 탈당하나요?탈당은 혐의를 인정한다는 겁니다. 주홍글씨 새기는 거지요.멀쩡한 처자보고 너 매춘했다더라. 집 나가. 억울하면 입증하고 들어와. 이런 식이 말이 됩니까?지자체에서 위법이 없음을 다 확인해주었고 사실 확인까지 다 되었는데 오히려 권익위와 당지도부가 사과해야 하는 거 아닙니까?']"
41,아프다,25,"['딱봐도 작전주구만 문프가 당했던 대우를 떠올려보시면 쉬움지금 누가 그 대우를 이어받고 있는 지누가 적들에게 가장 아픈 사람인지 .그리고 송영길은 언제 짤리죠?', '한 번의 실수도 너무나 아픈 이 시기에송대표는 도대체 뭐하는 것입니까?구차한 변명이 더 부끄럽습니다.도대체 뇌는 어디에 두고 다닙니까?당장 물러나시오', '탄핵정국때는 당원들 국민들의견 수렴을 많이 하더니 지금은 들을려고도 안하는 당인것 같아서 마음이 너무 아픕니다']"
42,죽이다,24,"['이재명은 문재인 대통령을 죽일거다.이낙연 의원의 살아온 길을 봐라.그가 배신한 적이 있는 가?이재명 지사의 살아온 길을 봐라.그가 물어뜯은 사람들은 누군가?그릇이 다르다 그릇이.', '사고로 가족을 잃은 분들은 물론 그렇지 않아도 구조를 못했다고 자책하는 운전기사분을 두번 죽이는 거 아닙니까??민주당 망하게 하려고 당대표 나왔어요?', '연정 주장 조국비난 탈원전 반대소득주도 성장 비난 대통령등 뒤에 칼 꽂는 악마가 앞으로 대선에서 한몫하겠단다죽일놈']"
43,피해,24,"['버스기사님도 참사 당하신 피해자분이신데 제정신인가요?뇌 안거치고 말 할 생각이면 아예 입을 열지 마세요.', '당 대표라는 사람이 어떻게 그따위 발언을 할 수가 있습니까?당대표라는 사회적 지위 뿐만 아니라 사람이라면 참혹한 사태에 저따위 발언 못 합니다.정신차리세요.저 사고는 버스 기사님의 잘못으로 벌어진 참사가 아닙니다. 기사님 또한 피해잡니다.버스기사님이 송영길 고소해도 할 말 없을 덧 같네요.여당 대표라는 사람이.자격없는 사람에게 자리를 주면 이따위로 일을 하는 구나 싶네요.', '송영길 대표는 이전에도 툭하면 말도 안 되는 헛소리를 해서 민주당에 피해를 주더니 이제는 당 대표가 되서도 말도 안 되는 소리나 해서 민주당을 욕되게 하다니 이게 당대표가 할 일이란 말인가?이러니까 586 운동권들이 민주당을 장악하고 다 헤쳐먹는다는 소리를 들어도 싸다. 이참에 586들은 다들 물러나서 신진 세대들에게 자리를 넘겨주는 게 좋겠다.']"
44,실망,24,"['민주당은 저 썩은 언론 국민의 눈과 귀를 막는 조중동을 비롯한 언론을 왜 바로잡지 않는가???촛불국민을 민주당 조롱하는 가?이낙연 송영길.대 실망이다', '맞아요 기대가 큰만큼 실망도 클겁니다 이준석하나로 벌벌 떨꺼면 다들 여당 때려쳐야죠', '언제나 옳지 않지만 실망할때도 많지만 민주당의 정신을 믿습니다. 힘내세요']"
