,pos_words,count,documents
10,좋아하다,31,"['중학교 때 군상상고 야구를 좋아하다가 그선수들이 해태로 가는 바람에 타이거즈 팬이 됐습니다 저도 서울 태생 중학교 때 땡땡이 치고 동대문 야구장 갔던일이', '저랑 같이 일하는 미국 동료가 맘쓰터치를 젤 좋아한다 며 점심때 맘스터치 간다길래계모터치 된지 좀 됐는데 왜 가냐고 놀렸네요 오랜만에 오셨네요.', '제가 4월에 잔여백신 전화 돌려 확인 후 접종할 때 제과빵 잔뜩 커피로 의료진 누님들께 앵겨드렸더니 무척 좋아하시더군요.']"
11,인정,29,"['음? 사진상으로 여자분 같은데 아닌가요? 개신교는 여자목사 인정 안하지 않던가요? 아.저 옆에 얼굴이 다 가려진 주황색 분인가보군요 읭 찾아보니 여자가 맞는데.', 'pubgxa0돼지엄마 당적이 민주당 인정하면nn당신말이 100퍼 맞음.nxa0n우리도지사님 트윗질은 워낙 유명해서 따로 언급 안할께요.', '세계가 인정한 지도자 ㅜ 아깝다 김대중 노무현문재인. 적폐와 기레기 콜라보만 아니었으면 대한민국은 지금쯤 어디에 있었을까 ㅜ']"
12,배우다,27,"['제가 국딩중딩때 콤퓨타학원에서 포트란 코볼 배웠는데.이유가 gw베이직 6개월 코스 다 배우고 edps 1개월 배우 고그래도학원 다녀서 포트란 코볼 배우라고 한거 였.', 'tyskie 한문 종종 섞인 책을 그때 보고 교재라고 하니 참 난감했던 기억이 나네요 본적도 없는 테이프 전 5.25 3.5 인치 디스켓 시대 기록 방식 배우고', '음성 파일 다 들었는데 제가 유물론자인데 갑자기 신앙심이 생기네요저 교회 가서 거친 친구들에게서 배웠던 모든 욕을 방언처럼 해보고 싶네요']"
13,이기다,25,"['5년만 버티면 이기는 싸움이었는제 그걸 못이겨서 헛짓거리 해버린 결과죠. 집값은 이제 다음 정부로 넘어갔고 더욱 잡기 힘들어졌음.', '그냥 황교안 종로에서 이기고 당대표해서 피묻히지말고 조용히 잠행하면서 다녔어도 지금처럼 지지율 추락안했을텐데 괜히 당대표에서 손에 피 다묻히고 똥만 묻은거같음', '인생의낙이온다 저쪽도 22년 대선 지방선거 이기려면 분란 일으키면 않된다는 건 알고 있을테니민주당에게 유의미할 정도의 소란은 없을 것 이라고 봅니다.']"
14,강하다,25,"['전염력이 쎈 영국발 변이를 넘어 더 전염력이 강한 인도발 변이가 확산중이라죠.백신 빨리 맞는게 사는 길.대구 경북쪽에서 폐기되는 백신은 최소화 시키고 전국으로 유통시켜야 함.', '생생정보 아까 한숨 자고 일어났더니 좀 괜찮아졌어요. 12시간 정도 증상이 조금 강하게 있었고 지금은 살짝 있는 상태입니다.덕분에 힘났어요. 고맙습니다', '워딩 수위가 평소답지 않게 강하네httpswww.facebook.com248098908609302posts404227588585823 3']"
15,행복,24,"['아빠.엄마. 진정해 진정해 괜찮아 괜찮아공부가 인생의 전부가 아니고.돈이 인생의 전부가 아냐뭐.공부 좀 못하면 어때.내 인생 내가 행복하면 된거잖아?괜찮아괜찮아응?', '재민이의 빠른 회복을 진심으로 기원합니다.무사히 회복해서 좋은 모습 좋은 소식 전해주세요시련이의 크기보다 더 큰 행복이 빨리 찾아오길 응원하겠습니다 화이팅', '해외에서도 존중 받는 대통령을 가져야 나라의 국익도 챙기고 국격도 올라가며 국민도 행복해지는 길이죠. 듣는 이들도 편해지는 인터뷰 였습니다.짝짝']"
16,이쁘다,24,"['꽃과 아이 너무 이쁩니다.근데 뒤에 아파트 배경.아이들에게 아름다운 세상를 남겨주고 싶은데빽빽한 욕망의 세상을 남기는 것 같아 어른된 사람으로서 미안함이 함께 밀려오네요.', '아이가 심성이 참 곱고 이쁘네요. 너무 사랑스럽네요.아이 앞에선 싸우지 마세요. 아이들에게 가장 상처가 부모님의 싸움이래요', '레터링의 위험. 글자모양 이쁘다 고 대책없이 문신하면 세계화시대에 인터넷 조리돌림 당하기 딱좋음.']"
17,맛있다,24,"['요새 국산맥주 맛있어요.제주맥주 위트에일 빅슬라이드ipa 수퍼슬라이드라거 유미위트에일편의점에서 딱 요것들중에서 그날그날 골라먹네요', '영리한 고양이들은 산 둘레길 산책로 등에서 살더군요.굶긴 커녕 적당히 애교도 부려서 맛있는 거 먹기도 하고요.', 'moonduck 밀탑도 2016년 전이나 맛있었지 요즘은 얼음도 섞는데다가 부드러움도 덜하죠']"
18,능력,24,"['로또대박1등가즈아 사람마다 잘하는 게 있고 못하는 게 있잔아요. 적성 안맞는 사람은 힘들죠. 잘 할 사람을 뽑아 쓰는 게 좋구요. 능력이 되는데까지 시키는 게 좋습니다.', '김진애 저런 사람은 절대로 부추기면 안됨.자기의 정치적 능력은 전혀 없이 그저 길가다다 껌줏듯이 당선된 건데자기정치력이 있는 걸로 인기가 있는 걸로 착각하는 사람.', '김재규4 지랄?김진애가 뭔 정치적 능력이 있다고.그져 방송에 나오면 헬렐레 하면서 우쭈주해주는 사람들이 한둘인가?김진애는 자기 광내러 나오는 이상도 이하도 아님.']"
19,정상,24,"['실질적인 대한민국 민주공화국의 초대 대통령.imf로 만신창이가 된 나라가 아니라 조금 더 정상적인 나라를 인계받아 운영하셨다면 어땠을까항상 아쉬움.', '먼치킨은사랑 아스트라 제네카는 코로나 위기 동안만 저렴하게 공급하고 팬데믹이 끝나면 정상 가격 받는데요홍익인간 정신을 백신이 실천하네요', 'rainmakers 일본인이 저걸 달고 한국을 다닌다 그리고 그걸 그냥 둔다? 일본인이면 그럴 수도 있다고 생각한다?정상인건가요?']"
20,성공,21,"['테디 맞습니다. 그래서 성공한 나라가 없다는 거예요. 다만 정부에서 규제하려고 했는데 오히려 올랐으니 정책 실패죠. 아예 규제를 안했는데 올랐으면 모르겠지만.', '미얀마 연방 정부 성공한다면 한국 못지 않는 민주주의 국가가 탄생하겠네요. 한국과 최우방이 될 가능성이 있는 나라 미얀마 반드시 승리하기를 바랍니다.', '총리로 재임시 메르스 조류인플루엔자아프리카돼지열병등 감염병 사태에 성공적으로 대처했고 강원도 화재에도 거의 완뱍한 대처를 했습니다 만.']"
21,귀엽다,20,"['월드감자 울아들 저때가 그리워요. 엄청 귀여우면서도 귀찮.', 'salida37 너무 귀여워서 웃음이 터져 나왔어요', '귀엽네요.배추김치 같이 생긴 건 진짜 김치인가.']"
22,추억,19,"['사진의추억 그런데 그런 일이 벌어질뻔 했어요 저희 어머니 타이레놀 사러 약국 4군데 돌아다녀서 겨우 사셨다고 하더라구요극히 일부지역 일거 같긴 합니다', '사진의추억 임아트 거래소에서 보자고 하는 걸 보면 택배거래는 아닌데급한일 생겼다 고 택배거래로 바꿀 수는 있겠네요', 'httpswww.youtube.comwatch?vtaiwuzci0f0이거 보고가세여 입질의추억']"
23,기대,19,"['축하드립니다. 저도 계속 시도해보는 데. 조금씩 기대를 접는 중이에요. 그래도 잔여백신이 없다고 생각하니 접종이 잘 진행되는 듯하여 몹시 기쁩니다.', '오세훈이 시장되었다 고뭘 기대하는 서울시민은 거의 없죠.오래된 재건축 단지 주민들도오세훈한테 바라는 건 없어요.달라질거 없다는 건 다들 잘알죠.', '사면 건들때 의심했는데 시간이 지날수록 정치에 찌든 놁은 탐욕쟁이 그이상도 아니더군요다음 대선후보로 기대 가득했었는데 기름장어와 다를게없네요']"
24,대상,18,"['저희 어머니도 75세 이상 대상으로. 동의서 받아간지 한참인데아직 연락없네요. 화이자 백신이 여유가 별로 없는가 봐요.', '동키 비추는 누구냐? 난 동참하지 않는 사업에 세트로 묶여 비아냥 대상으로 오르내리는 게 불편한 것도 잘 못 이냐??', '쭈니파파 넵 답변 감사드립니다.걱정 없이 유압모델도 고려대상에 포함해야겠네요']"
25,대박,18,"['로또대박1등가즈아 사람마다 잘하는 게 있고 못하는 게 있잔아요. 적성 안맞는 사람은 힘들죠. 잘 할 사람을 뽑아 쓰는 게 좋구요. 능력이 되는데까지 시키는 게 좋습니다.', '지금 뉴스 속보로 전국민 10프로 달성했다고 나오네요하루에 3프로를 접종시키네요 대박이에요 작성자 전직곱하스익뿡이 20210528 18 15', '오늘 예약하고 바로 당첨되신 거에요?와 대박. 완전 부럽. 우리동네는 모두 0. ㅠㅜ']"
26,도리,18,"['b금도리 그게 힘드네요.어렸을 때 아버지가 어머니를 욕하고 때리는 모습을 많이봐서 그런가 난 결혼하면 애들앞에서 싸우지 말아야겠다고 생각해서요.', '기본 도리도 없는 것들이 국회의원을 하고 있으니제대로 될리가 없지초선5적같은 위원이 나중에 다선되면 이낙연이나 이상민의원같은 인물이 되는 거지', 'b금도리 do you remember do you remember 그땐 그저 그렇게 모든 게 설레였었네']"
27,편하다,17,"['지금 이야 수요가 너무 몰려 업데이트  가 빠릿빠릿하지 않을 수 있을 것 같네요 23주 뒤엔 네이버 앱이나 카톡에서도 편하게 검색 예약 될거라 믿습니다.', '서울대 교수 법무부 장관에xa0 sns로 그 많은 인기를 가지고 기득권이 아니라면. 참 진짜 아무리 인간이 지 편한대로 생각한다 지만 . 대깨들은 침.', '곤약으로 만든 국수가 삶을 필요 없어서 먹기 편하죠. 해초로 만든 국수도 있습니다. 물에 한 번 헹구고 물기 제거 후 비벼서 먹기만 하면 됩니다.']"
28,이익,17,"['테디 글킨합니다. 에효. 여하튼 다음번 대선에서는 영향이 없어야 되는데. 차라리 오세훈이 말아먹으면 반사이익을 얻을지도 몰라서. 긍정적으로 생각해야죠', '탐욕에 눈먼자들은 본인 이익에 가장 먼저 반응합니다.실컷 욕하지만 안맞으면 본인손해라는거 누구보다 잘알기때문에 절대 접종거부 안합니다.', '일단 저쪽당이 보수라는 게 말이 안됨20 30대 보수라기 보단 당장 지들 이익 안되면 반 문재인 하는 대가 국민의당 아닌가요?']"
29,할인,15,"['얼반 아웃피터스에서도 가끔 할인해요.할인 기다리기 귀찮으심 사셔요.23만이면 나쁜 가격 아닌데요.', '아부지꺼 헬로모바일 4.5기로 번이했는데 실시간 요금에 할인내역 없이 지금 요금이 2만8천원인데뭐가 잘못된걸까요?1만6천원 짜린데 왜 이렇게 뜰까요?', '오늘 배달특급 경기도 지역화폐10 할인에 할인쿠폰 3천원해서 총 5100원 할인 받음지역화폐만 쓸려고 노력중.50만원 한도 좀 올려주세요.']"
30,여유,13,"['fh 석공 넵. 맞아요.. 금전적 정신적 여유가 있으면. 겉모습에 자연스레 여유스런 멋짐이 풍기겠지요.', '수염보다 분위기고.저런 분위기가 나올 수 있는 건.여유죠.여유도.금전적인 여유도 있을 거고 정신적인 여유도 있을건데. 암튼 여유에서 분위기가 나오는듯합니다.', '장대인 전화로 해보세요 저도 앱 개통 전이었지만 전화로 했어요. 여유가지시는 것도 좋지만 2차 맞으려면 11주 후라서. 하루라도 빨리 맞으시면 좋긴 합니다.']"
31,진실,13,"['우리는 알 수 있다. 조국님이 천재인 것은 논외로 하더라도진실은 단순하며 그것을 정리하는 데는 1달이면 충분한 것을.윤석열과 검찰은 공작질과 함께 수년간 진실과 인권을 유린했다.', '현선사랑 자신의 귀를 믿으시면 됩니다.녹취록 글자 하나 하나까지의 진실과 보도자료 뿌린 측에 의도를 따라 가느냐 마느냐그 무엇을 선택하느냐는 각 언론사들이 판단하니까요.', '변덕변태냐암 흠. 변태라는 단어에 진실이 묻어 나는군요. 합격']"
32,바르다,13,"['정용진은 생각이 없거나 그냥 일베충이거나 둘 중 하나일 것 같군요.바른 소리해주는 임원같은 것도 주변에 없거나 말을 안들어 쳐먹거나.', '약 바르고 금방 햇빛을 받지 않게 조심하세요손에 과산화수소수를 묻히고 밝은데로 가면 피부가 하얗게 되며 표피세포가 죽더라고요', '구거성 그럼 올리브유 마늘 갈아놓은걸 발라 구우시고 그 위에 크림치즈를 발라서 드셔보세요. 파슬리 가루도 뿌리신거죠?']"
33,이루다,13,"['대통령은 방미협상으로 역대급 성과를 이뤘는데 당에서 절호의 기로로 삼아 후속작업에 힘을 실어주지는 못할 망정 똥볼 찰 궁리를 하고 있다는 게 한심합니다', '소환도 없이 막무가 내 기소.차고 넘친다던 증거들은 어이없는 억지 주장.검찰개혁 반드시 이뤄야.더불어 판레기들도.', '대한민국 역사상 최초로 민주적 정권교체를 이루신 분대한민국을 알에서 깨우신분']"
34,전문가,13,"['포트란 이란 이름만 들어봤겠지. 저걸로 프로그래밍을 해보기는 했을까? 그리고 전문가가 쓰는 언어도 아니고.차라리 코볼을 썼지 그리고 c로 넘어갔고', '이낙연이 너는 8개월 동안 장관두명을 갈아 마셔 놓고 이제 와서 헛소리냐?자가 격리 전문가가 어디서 똥밟는 소리를 하고 있어?', '이니스프리 고무장화 신고 있으면 전기가 몸을 통해 빠져나갈 곳이 없어서 방어가 되죠.그런데 조경전문가님 댓글에 웬 비추가']"
35,재미,13,"['재미가 있고 없고의 문제는 그렇다 치고 그보다는 그것을 통해 보여지는 빈부의 격차상대적 박탈감의 문제가 더 크다고 봅니다.', '안경현 욕 많이 먹으니 오래 살겠네요. 봉중근과 함께 해설하면 재미 있을 텐데 말이죠. 방송국이 다른 지라.', '조국 사과쑈lh사과쑈.쑈가 재미가 없음. 일단 너무 늦었고진정성이 없음. 그냥 말만 미안함.']"
36,진리,12,"['치킨은진리 어.그래도 잘잘못은 가려야쥬.저는 언성이 높아지고 애들이 눈치를 보더라도.잘못된 것과 아닌 것은 구분해야 한다고 봐유.화해할때도 공개적으로 화해하고.', '치킨은진리 저는 절대 안 집니다.지는 상황을 잘 안만들어요.대체로 싸우는 게.제가 참다가 터지는 데.이렇게 쌓았다가 터지면 제가 대부분 이깁니다.', '치킨은진리 감사합니다 저도 어렸을 때 부모님이 싸울때의 트라우마가 있어서 가급적 싸움은 피하는데 이게 쉽지가 않네요 ㅠㅠ']"
37,수익,12,"['신중산층 기준 만들겠져 뭐 n1. 무주택자n2. 1인 남성월 200 이상의 수익n3. 병역 수료자와 그 가정', '현직 증권사의 애널리스트는 없는 것 같네요. 증권방송의 전문가로 불리는 사람들의 수익률 같습니다.', '이거 작년 봄에 코로나로 대 폭락 온 그 시즌거에요. 지금 수익률은 몇인지 모르겠지만.']"
38,호의,12,"['호의호의하다호구 어제 기사보고 전화했었는데 오늘은 어떻게 바뀌었을지는 모르겠네요헛걸음 하기 싫어서 먼저 삼성전자 서비스 대표번호로 전화해본거라서요', '호의호의하다호구 저정도 체력은 솔직히 길러야죠.남녀 한계치를 뛰어넘을 정도의 체력을 요구하지는 않는거 같은데요', '호의호의하다호구 지금 정품도 23만원까지 구매가 가능해서요. 130달러를 위해 5개월 참는것도 귀찮아서요 ㅠㅠ']"
39,혁신,12,"['전 아니라고 봅니다. 밀실야합 할겁니다. 어차피 그 중진들 대통령 꿈 안 꾸고 있어요자기 다음 국회의원 보장되고정권교체시 자리 약속 받으면 세상 평화로울껍니다.혁신 이미지 챙기면서', '아니. 전 조국의 시간이 필요합니다. 반성과 혁신은 이낙연 당신과 민주당을 발목 잡고 있는 자들의 몫이고 민주당은 선명한 개혁을 해야 합니다.', '이준석을 오히려 과대평가하시는 거 아닌가요??이준석이 보궐 전이랑 지금 이랑 뭔가 혁신적으로 흐름을 맞춘다는 생각부터 들지 않아서.']"
40,도움,12,"['중계 카메라가 공따라 움직이네요. 예전에는 멀리서 그낭 풀샷만 주구장창했던거 같은데.epl등 외국리그 중계가 도움이 된건지. 야구도 메이저리그 중계이후 많이 좋아진듯하거든요.', '계양명가부대찌개 큰 도움을 주셨나 봅니다. 찬찬히 다 읽어보니 사장님 닉네임도 나오네요. 좋은 일 하셨습니다. 복 받으실거에요', '총수감사 큰 도움은 아니고 그냥 손톱만큼도 안 되는 작은 도움정도 입니다.ㅠㅠ 그냥 마음만 보탰는데 언급이 되서 부끄럽네요']"
41,적극,11,"['로이투n 느낌상 병원 담당자가 인터넷에 잔여백신 숫자를 적극적으로 반영 안하는 것 같습니다.인터넷 검색보다 주변 병원에 직접 전화하는 게 확률이 더 높을꺼같아요.', '풀실 저는 일단 정권재창출만 가능하다면 현재 민주당적을 가진 어떤 인사라도 적극 지지합니다.진짜 민주당원 누가되도 국짐보다 훨 나을테니까요.', '담합을 강제하는 법인데 없애야 맞죠 미친놈들임. 직격탄 맞은게 적극 찬성했던 팬틱이랑 엘지. 다 같이 비싸게 사야되면 삼성이나 아이폰사지']"
42,예방,10,"['딴딴한복근 1차 접종만 되어도 70 이상 감염 예방효과가 있다고 하고 중증진행 및 사망 예방효과는 100라네요.2차 접종후 1년 이상 면역이 지속된다고 합니다.', '이참에 한국은 동경올림픽 불참을 선언하고 차라리 그 시점에 남북이 몇가지 스포츠 대화합시다. 사전에 백신 좀 나눠줘서 코로나 예방해버리고 말입니다.', '당원과 지지자들이 난리치니까 수위조절한 거임.지랄지랄 안했으면 어떻게 나왔을지 아무도 모름지지자들이 예방주사 놓고 선방한 결과']"
43,안정,10,"['햇빛그림자 전 병원에 전화해 보니.잔여분 있데요.아직 카톡이랑 네이버 시스템이 안정화가 안 된득 해요. 작성자 letsgetit 20210528 1700', '처음이라 시스템 안정화 안됐고 아직 시범 적용 기간입니다.그래도 네이버카톡으로 어제 4천명 넘게 맞았어요 기존 대기자도 5만 2천명 접종했고.', '오히려 계속 전화돌리면 업무에 부담 되지 않을까 해서 안합니다. 모두가 지키면 시스템 안정화가 빨리 되지 싶습니다']"
44,가치,10,"['여론조사 결과와 실드가 무슨 상관인가요?nnxa0nnn지지율 높으면 당선되는 건 가치판단의 영역이 아니겠구요nnnxa0nnn현민주당 인사중 당선 가능권은 이재명이라고 봅니다', '저리 정자세보다 거북선 타고 바다를 헤치며 지휘하는 포효하는 역동적인 동상을 크게 만들 필요가 있습니다. 북한 동상처럼. 이순님 장군님은 그런 가치가 있습니다. 영원히', '승리는 못해도 민주당 정신은 지켜낼 수 있는 분입니다. nxa0민주당의 가치를 훼손하면서 까지 정권을 창출해야 한다면 분당하고 새로운 정당을 만드는 게 맞는 겁니다.']"
45,놀랍다,10,"['예상했던 반응이라 놀랍지 않네요. 세종시 뿐만 아니라 경북도청도 대구시에서 셔틀 운행하죠. 다 폐지해야 합니다. 충분히 배려했어요 그동안.', '고려 역사를 많이 배웁니다.저 당시에 고려군이 20만이라니인구대비 대단한 군사력일텐데요.놀랍습니다.', '전 세균맨의 태세 전환이 놀랍습니다. 저정도도 안하는 인간이 수두룩해서요.']"
46,예쁘다,10,"['아드님이 정말 사랑스럽네요.첫번째 사진은 28mm f1.4 렌즈로 찍으신 건가요? 사진이 정말 예쁘네요.', '아주머니의 스웨터가 참 예쁘네요.어디서 사셨는지 좀 물어봐 주실 수 있으신가요?', '예쁘고 귀엽긴한데 아빠 닮은 듯.']"
47,희망,10,"['법사위에 박주민 의원이라도 있는 게 그나마 다행이에요. 이쪽이 그나마 남은 유일한 희망같은 느낌적 느낌.', '사면발의할때부터 정치생명 끝났음지들도 그걸 속으로는 알지만혹시나 경선에서? 라는 희망으로 버티는 거지', '저도 인터파크 예약하고 동네 도서관에 희망도서 예약도 했어요']"
48,인기,9,"['김진애 저런 사람은 절대로 부추기면 안됨.자기의 정치적 능력은 전혀 없이 그저 길가다다 껌줏듯이 당선된 건데자기정치력이 있는 걸로 인기가 있는 걸로 착각하는 사람.', '서울대 교수 법무부 장관에xa0 sns로 그 많은 인기를 가지고 기득권이 아니라면. 참 진짜 아무리 인간이 지 편한대로 생각한다 지만 . 대깨들은 침.', '대통령의 인기를 자기것인줄 착각해서 대통령 후보로까지 착각하는 사람.개혁을 밀어붙일때 안보이고 대통령 후보가 되어서 첫일성이 사면을 외친사람.']"
49,소득,9,"['중산층 경제의 목표로 국민의 70 가 중산층이 되는 것 노동소득분배율을 60.7에서 70 로 높여 임금 격차를 완화하는 것 고용률 66.2에서 70까지 상향하는 것 등을 제시', '서울 사는 사람님 우리나라 직장인 중에 50 정도가 소득세를 안내요.매달 월급에서 소득시 내도 연말에 다 공제 받음.', '이낙연님의 불로소득은 왜 사회 환원 안하나요. 지금 갭투자 중이죠?임대사업자는 냈는지.']"
50,존경,9,"['별로 한 거 없지만. 나 때문에 버틸 수 있었다는 말씀으로 들려서 불끈 힘이 납니다. 조국 교수님과 그 가족분들. 사랑하고 존경합니다', '변상욱 대기자님 존경합니다 우리 사회의 바른 언론을 위해 귀감이 되어 주세요', '존경지지합니다꼭 문재인 정부의 뒤를 이어주세요']"
51,보배,9,"['디즈니 저작권 침해 알림? 메일의 결과물이 궁금하던데요.빛의 속도로 판매 내리고 어쩌구 하는 모양인데빠른 손의 보배형들이 벌써 pdf 뜨고 하는 모양새던데요.', 'httpsyoutu.be3rkpnzc6yra이 영상인가 보네요. 어떻게 보배에서 추적하나 싶은데 벌써 나왔군요.', '와 보배는.비방글 댓글에 소고기집 자주가는 손님도 등장하고 당시 매장내 있던 다른 손님도 등장하고.']"
52,고르다,9,"['요새 국산맥주 맛있어요.제주맥주 위트에일 빅슬라이드ipa 수퍼슬라이드라거 유미위트에일편의점에서 딱 요것들중에서 그날그날 골라먹네요', '좀 큰회사다니는데 안맞겠다부터 약 골라맞겠다 고 게시판에 광고하는 병신들 많아요딴지는 맞는쪽이겠지만 요물론 전 4월에 접종했지만요', '블루레쓰비 저는 병원 밀집지역에 어른신들 최대한 안올거 같은 의원을 골랐습니다 엘레베이터 없고 2층']"
53,기쁘다,8,"['축하드립니다. 저도 계속 시도해보는 데. 조금씩 기대를 접는 중이에요. 그래도 잔여백신이 없다고 생각하니 접종이 잘 진행되는 듯하여 몹시 기쁩니다.', '아드님 무탈하게 병이 말끔하게 낫는게 제일 기쁜 일이니 당분간은 거기에만 집중 하시길아버님도 고생 하셨습니다', '기쁘지아니한가 죄송합니다 손가락은 굵지 않은데 바쁜 마음에 비추로 잘못 눌렀습니다.']"
54,부자,8,"['국짐당은 기존 부자들을 더 부자 만들어 주는데 가난한 사람들이 지들도 부자될 수 있다 고 착각을.국짐당이 먹고 사는 이유.', '표정부자.', '이재명은 전국민 균등 기본소득 오세훈이 중위이하 12 지원 이낙연 저소득 우선지원. 이낙연이 수시로 이지사의 논리를 비판하자 이지사가 공개적으로 반격을 했네요. 나중 대선 경선토론시 중요한 화두가 될 듯 하네요. 개인적으로 오세훈이야 급조된 사쿠라안이고 이재명 논리가 맞다고 봅니다 이재명 부자는 죄인 아냐.오세훈 안심소득 때리며 이낙연도 견제 httpsnews.v.daum.netv20210528152734097?x trkmt']"
