,pos_words,count,documents
13,기대,53,"['이재명 안뽑을거니 걱정마시구요.nxa0n그렇다고 국짐당 뽑을일은 더더욱없을테니 기대도 하지 마시구요.nxa0n이재명말고 다른 경쟁력 있는 좋은 대선후보 낼겁니다.n이건 기대해주세요', '샵샾 1. 이재명은 이명박 기대2. 윤석열은 국회청소 기대3. 담대선은 정권심판으로 야당뽑을계획', '법규 콜 35넘어가면서 계약 후반기로 갈때양키스가 스탠튼 콜 두명의 연봉으로 6천만불을 쓸때웃을지 울지 기대되네요저지도 곧 fa고 저지 잡으면 3명에게 9천만불은 써야 하는데']"
14,고맙다,45,"['oosesa 그런가요? 말씀 고맙습니다. 틈날때마다 계속 만들어야 아직 못받으신 분들께도 드릴텐데 마음만 앞서네요.', '으핳핳 전설의 짜파게티. 요즘은 짜파구리 ? 가 맛있다고 들었는데요 한번 먹어봐야죠. 고맙습니다', '몰래흘린눈물 오 이런 신박한 조리법이 있었네요. 반드시 한 번 해봐야 겠습니다. 고맙습니다']"
15,도움,43,"['서울대 아산 삼성 등 메이저 병원에서 수술하고 치료하시면 됩니다. 힘내세요. 완치하실 거예요.저는 다음 카페 신응진교수의 대장암이야기에서 도움을 많이 받았습니다.', '으핳핳 노는거 까지야 뭐 할수 없죠. 움직이면 경기도 돌테니 놔 두죠. 일만 지방에서 해도 큰 도움이 되죠. 노는거 어차피 젊을때 잠깐이에요.', '애초에 중앙정부에서 도입을 알아서 잘하고 있는데 거기에 도움은 주지 못할 망정가지치기로 들어와서 지가 더 잘한다고 하려 한거 자체가.넌센스죠.']"
16,사랑,40,"['새나리 사랑이 뭐냐.유도질문하지 마라.어쩌구 하는 순간.캬.역시 난 토론왕.말빨왕.날카롭고 기발해.나.이준석이야그 순간.카타르시스와 함께 정신승리 오지게 하지 않았을까 싶.', '파비스님 그렇다면 서로 딴 이야기를 엄청 하고 있던 거네요 전 5차 이야기 하고 있던 거라서요. 당연히 소상공인 대상 손실지원금을 지역사랑상품권으로 줄 수는 없죠', '파비스님 지역사랑상품권은 지역사랑상품권법에 따라 발행되는데 왜 지역사랑상품권을 정부가 인정을 안 한다는 말씀을 하실까요?']"
17,대상,36,"['파비스님 그렇다면 서로 딴 이야기를 엄청 하고 있던 거네요 전 5차 이야기 하고 있던 거라서요. 당연히 소상공인 대상 손실지원금을 지역사랑상품권으로 줄 수는 없죠', '자본주의 사회에서 모든건 잠재적으로 투자의 대상이죠.제가 불만인건 부동산 시장도 주식 시장처럼 최소한의 투명성과 합리성이 보장되었으면 하는 겁니다.', '현 복지제도 개편으로 증세 없이 가능한 안심소득 vs 상위소득자 대상 증세 불가피한 기본소득어느 쪽이 조세저항이 더 심할지는 뻔한 거 아닌가.']"
18,빠르다,32,"['이런건 기본이고. 이런 것도 기본이죠. 애봇들이 광화문에서 시위하려고 할 때. .정부를 공격한건 누구보다 더 빠르게 공격하는 이재명. 참. 이런 사람이 민주당 이라는 게. 참.', '자신의 정책을 숫자로 설명할 수 있다는 의미는 평소에 직접 공부해 왔었다는 뜻이죠.이재명이 남보다 빠르게 이슈를 선점할 수 있는 이유는 평소에 훈련이 되어 있기 때문입니다.', '우리 동넨 잔여백신 구경을 못하겠네요 전화로는 예약 걸어놨는데 그 순번 기다리느니 나이순으로 맞는 백신이 더 빠를것같아요동네성향이 의외긴 하네요']"
19,인기,31,"['그냥 싫기 떄문에.이유는 얼마든지 만들어낼 수 있다. 아주 거창하게.노무현도 싫어했고 문재인도 싫어했고 조국도.그냥 싫은거다싫고 미운데 잘나고 착하고 인기까지 있으니.더 싫은 거지', '현 댓글들 보면 가관입니다. 그냥 일베채널입니다. 설명도 그럴듯하게 대가리 든게 없는 것들은 속아 넘어가게끔 해놓고.수구꼴통쪽 김어준 정도로 볼 정도로 인기폭발입니다', '이게왜인기글 원래 홍준표는 pk말고는 거의 다 접전임. 저것도 다른 것보다 좀 나은 거. 그리고 홍준표는 국민의 힘 지지층이 많이 이재명한테 이탈함.']"
20,배우다,31,"['저 이준석 코인 타려는거보소정치력 냄새맡는건 1티어네 진짜국힘 틀딱 중진이 저거 보고 정치력 반만 배워와도다음 대선 대승한다 걍 제발 대선 전에 대깨문이랑 붙어서 자멸해라', '영지니 리베이트 얼마 땡겼노 ?빙시같이 다 날린거 아이고 ? 그러게 쥐박이 따라배워야지 왜 순시리 따라 해싸서. 다 니가 모자란탓인데 머 워쩌겟나', '역시나 안철수한테 정치를 배워서 그런지 이준석도 설레발이 좀 있어요.이제 본격적으로 미통당시절 악마들과 인파이팅 해야 할 텐데.맨탈이 견디려나?']"
21,멋지다,31,"['저 문자 실시간으로 들었어요. 기막히고 지랄맞아서 콧방귀 끼었는데 역시 배철수 아저씨가 멋지게 말씀 해 주셨죠. 페미는 병 입니다 병. 아니면 미인 소리 못들어봐서 화가 났던가.', '저 근육 미식축구 경험에 프로레슬러 배우 영화 제작자까지 정말 꾸준히 열심히 산 멋진 사람이네요.', '프로레슬링에서 정말 연기 쩔었죠. 유행어도 만들고. 이퓨 스멜 영화배우로도 성공하고 멋진 사람']"
22,맛있다,31,"['끄으으으응 잘먹어야 잘빠집니다 맛있는 거 잘 챙겨드셔요 그런데 사먹는 거 닭이 너무 작아서요담부터는 집에서 백숙 해먹을 것 같아용', 'k6583 단골손님 감사합니다 맛있게 드시고 건강하세요 여행 사진 잘보고 있습니다. 많이 많이 올려주세요', '동네 이자카야꼬치 전문집도 이렇게는 안나오는뎅.맛있겠네요. 작성자 느긋한 멍냥s 20210602 1932']"
23,정상,30,"['서치 그러니까요.협의된 국가간의 거래만 가능하고 화이자 를 통해야만 들여올수 있는 건데 독일의 어떤 무역회사를 통해 들여온다는 게.정상적인 루트가 아니면 밀수아닌가해서요.', '동시에 여러명 빠져서 회사가 안 돌아갈 정도면 조정해서 회사 피해안가게 하는 게 정상아닌가요?지금 당장 안 맞으면 죽는것도 아닌데휴가도 안겹치게 협의하지 않나요?', 'bmw가 잘못했네요. 앞차가 정상적으로 유턴 후 뒤에 차가 진입해야 됩니다.맞은편 소나타는 황색 신호에서 가속한 부분이라 과실을 bmw가 다 가져갈듯 합니다.']"
24,행복,29,"['쟤들은 왜 인생을 저렇게 살까?양심은 개나줘버리고 오로지 검찰에 충성하면삶의 질이 높아지고 행복한 가?내 머리로는 도저히 이해불가 그냥 제정신이 아닌 애들인거 같다 는ㅜ', '디젤국뽕 ut 행복회로 돌리는 게 아니라 다음 대선을 이기기 위해 노력해야 되는 건데 그 차이를 모르십니까?그리고 대선 끝나면 지선입니다 총선이 아니라', '너무 행복회로인데.그러기 위해서는 문재인 지지율이 30 이하로 낮아야 가능하지. 저러면 586 꼰대들이 친문과 연합해서 반이재명 연합 만들지.']"
25,적극,29,"['코로나로 고통스러운 시기에 적극적으로 접종을 홍보하고 부추겨야 할 언론이부작용만 부각시켜서 분열과 혼란을 초래하니 기레기라 불러도 마땅합니다.', '기레기들에게 속지말고 기렉들에게 귀 기울이지 말자 포털에서 기레기들 입력글 사라지고 언론바우처 나오면 적극적으로 대응합시다', '개늠의 자석들 40 50이 젤 적극적으로 방역에 협조한다. 그말인즉 더한 상황도 버틸 수 있단 말이다. 이늠들아']"
26,성공,28,"['나중에 몇 번 하다 보면 약 먹고 변 깔끔하게 비우고 체중계 올라가서 줄어든 체중에 만족하며 다이어트 대충 성공 이러는 본인의 모습을 보실 수 있을 겁니다.', '아이유 부모님은 참으로 좋겠어요 아이유 성공하기 전엔 어려워서 자식들과도 떨어져서 일하러 다녔다는데.참으로 효녀', '소생실 글치 근데 안심소득이 실험성공하면 기본소득은 바로 사라지는 카운터거든.그래서 발광하는 거지뭐']"
27,편하다,27,"['개인 취향이시겠지만 전 모니터암이 훨씬 편합니다. 혹시 노트북 이시면 암 두개짜리 사셔서 하나는 노트북 받침대 다셔서 무선 마우스 키보드만 책상에 놓고 사용하시면 훨씬 깔끔합니다.', '셀 서식 맞춤 에서 텍스트 줄바꿈 체크 해주면셀 너비에 맞춰서 알아서 줄바꿈이 되긴 합니다 만.텍스트 위주의 문서는 엑셀보다 워드나 한글이 편하긴 하죠', '한일관계 어짜피 좋지도 읺은거 질러도 아무런 부담이 없으니 맘편하게 발언했겠죠. 조그마한 부담이라고 갈 사안이 나오면 또 엄중하고 신중하게 입닫을테고요']"
28,바르다,25,"['휘발유 냄새 엄청 나던 그것 아닌가요거미줄 같은건 물풀을 엄지나 검지에 발라서 떼었다 붙혔다 반복하면 되었던 것 같습니다.', '아직 등판도 안 했는데 개처바르는 거 보면 등판하고 이준석이랑 투샷 뜨면 진짜 지지율 고공행진하고 하늘 뚫고 간다', '허재헌이 누군지는 둘째 치고 말은 바른 말임.n그럼 메신저는 빼고 메시지만 전달하겠음.']"
29,희망,25,"['아린아이제좀쉬자 사고안나고 지나간게 다행인거쥬.멀쩡한 사람 중에서 비희망차 가려서 빼고 던졌어유.비희망자 따로 처벌? 벌칙 없었구유.', '촛불시민이 헤라클라스의 역할을 해줄 것이라고 는 했지만. 그것이 무슨 희망적 결론을 예언하는 것이 아니라 마치 죽비로 내려치는 느낌이네. 어이 헤라클레스. 너 지금 뭐하고 있냐 ?', 'sktbroad 나경원 붙으면 된다는 거 자체로 윤석열 손에 달려 있다고 보기는 힘들지.윤석열이 안 나오면 희망이 없지만 나와도 나경원 묻으면 된다는 건데']"
30,존중,25,"['조국 기소와 수사는 정당했나?정경심 판결에 문제가 있다고 생각하나?당대표 입장을 존중한다. 사법부 판단이므로 언급할 위치가 아니다 이따위 이낙연식 대답 지어치우고정당했냐고', '본인부터가 상대 정치인의 지지자들을 멸칭으로 부르면서 스스로에게는 존중을 표하길 바란다면 그보다 모순된 모습은 없죠.n남에게 존중을 원한다면 본인 역시 존중을 표하세요', '지지율 1위라서 몸 사리는 것인데 이럴 때 검찰 개혁의 상징인 조국을 존중하고 당대표의 비윤리적인 발언에 대해 한마디는 해야 대통령 감입니다.좀 아쉽군요.']"
31,안전,24,"['어르신들 먼저 맞으시고 저는 천천히 맞을랍니다 난 건강하니께 그동안 마스크 잘하고 차분히 기다릴게유어차피 저빼고 다 맞으면 지도 안전한 거 아닌가유???', 'evenkeel 동감입니다. 저렇게 승객의 목숨까지 가볍게 여기는 선장 항해사 등 안전 불감증인 사람들은 아주 박살을 내줘야 합니다.', '서울 엠빙신은 아이스링크의 교훈을 제대로 얻지 못했음.서초동. 드론 촬용으로 갑자기 인기가 올라갔다가 다시 안전빵 보도로 퇴행.']"
32,전문가,23,"['알아서잘하자 내가 우려하는 게 바로 그거야 야당은 물론 객관적인 전문가들의 소신 의견도 싹 다 말살해버리고 본인의 정책 추진할 인물이거든', '여론 신경 쓰실 필요 없습니다.나만 잘 하면 됩니다. 정치공학은 전문가들 알아서 하라고 하시고요시민들은 진실만 쫓아다니면 됩니다.', '특히 윤희숙은 서울대 경제학 찍고 미국 컬럼비아대 경제학 박사윤희숙 앞에서 경제전문가 행세 못함 작성자 날강7']"
33,진실,21,"['돌아온광마 항간에 떠도는 유명한 말이. 부자 3대 못간다.이건. 흙수저들을 위로하는.또는 자위하는.세상 둘도 없는 낭설이쥬진실은.부자는 망해도 3대가 간다', '여론 신경 쓰실 필요 없습니다.나만 잘 하면 됩니다. 정치공학은 전문가들 알아서 하라고 하시고요시민들은 진실만 쫓아다니면 됩니다.', '야옹아멍멍해봐 등신이 지가 왜 성질내나?지도 탈탈 털려보고 진실보다 여론 시장조사해서 욕하면 되겠네?저런게 무슨 국회의원이야?']"
34,강하다,21,"['헤라클레스 너의 힘을 믿어봐. 니가 알지 못할 수도 있지만 너는 강한 힘을 가지고 있단다. 조국의 시간을 같이 지나온 헤라클레스여 . 프로메테우스도 헤라클래스도 격려하고 싶네요.', '언론에 놀아난다기보다 조국장관에 대한 애정과 안타까운 감정이 강해서 그 어떤 말도 귀에 안들어오고 납득이 안 되시는 거죠.저는 강하게 반발하시는 것도 당연하다고 생각합니다.', '플라잉트리거 그니까 여긴 신념을 크게 생각하지만 일반적으론 신념 개 같은 소리마세요 이게 되버림어릴수록 이런 성향이 굉장히 강해 어디든 찍을수 있는 게 10 20임']"
35,예쁘다,20,"['저절로 미소가딸자랑 하실 만합니다. 예쁘고 건강하게 잘 키우시길', '눈에 넣어도 아프지 않을 만큼 예쁘다는 표현이 딱 맞습니다.', '아빠눈에만 이쁜거 아니고요.정말 예쁜게 생겼네요.천사']"
36,혜택,19,"['안심소득은n기존 복지혜택 없애고n돈으로 퉁치는 제도예요nxa0n기초생활수급자한테n수급비 전기요금할인 쌀지원 의료비 지원 등 다 빼고n돈 하나로 퉁치는겁니다', '안심소득은 증세 없이 할 수 있어요n기존 복지제도 없애고 시행하니까요nxa0n기초생활수급자 수급혜택 다 없애는 겁니다', '사유의넘버 부자들은 감세 해주는 선으로 가는 게 좋을 듯. 세금도 많이 내는데 혜택 못 받는다? 기분 주옥 같지']"
37,가치,19,"['저 코인이 뭔 의미가 있다 고 저 난리들을 치는지 모르겠음.코인 암호화 댓가 이게 성립이 되어야 하는데뭔 개인정보 암호화도 똑바로 못하는 시대에 뭔 댓가 가치가 성립한단건지.', '승리는 못해도 민주당 정신은 지켜낼 수 있는 분입니다. nxa0민주당의 가치를 훼손하면서 까지 정권을 창출해야 한다면 분당하고 새로운 정당을 만드는 게 맞는 겁니다.', '사유의넘버 세금 많이 내는 사람이 다른 사람들이랑 똑같이 10만원받는다고 경제적으로 큰 가치가 있을 것이며 그 사람들 삶이 나아질까 선별적복지가 맞다고 생각함']"
38,재밌다,19,"['httpsnews.naver.commainread.nhn?modelsdmidshmsid1100oid00 1aid0012424 203보편복지의 이재명 선별복지의 오세훈재밌어', '형보수지 녹취를 새마을 노래에 실어서xa0n홍보차가 전국에 틀고 다니면n 대선판이 진짜 재밌어 질거 같긴 해요. nxa0n이재명 약점 많아요.', 'n 노동자가살기 좋은세상 그렇군요넷플릭스 급 정도는 되어야 돈값을 할텐데요재밌을거 같아도 마음에 안들면 아무리 많아도 안보게 되더라구요']"
39,천사,18,"['미카엘천사 찬밥 타령은 처음 백신 접종 발표 공표 했을 때 하셨어야죠? 순서대로 접종하시면 됩니다.', '이게 천사지.전재산 기부했다고는 하는데 받았단 사람 하나 없는 그런 기부 이제 그만 좀', '연아짱과 더불어 누구에게 시집갈지 제일 궁금한 사람이네요천사가 따로 없습니다']"
40,새롭다,18,"['승리는 못해도 민주당 정신은 지켜낼 수 있는 분입니다. nxa0민주당의 가치를 훼손하면서 까지 정권을 창출해야 한다면 분당하고 새로운 정당을 만드는 게 맞는 겁니다.', '새로운 가설이니 논문 한번 써보라고 하세요옛날말에 사서걱정이라는 말이 있는데 딱 그거네요', '가원 오 또 새로운 정보네요 아스트라보다 낮다는 이야기가 있어서 조금 고민 중이었습니다']"
41,귀엽다,16,"['잠수함 충돌은 귀여운 수준이지 얘는 국정원소유 인신공앵설도 주장한 인간임', '코쪽에 보정이 들어간거 같아요 원래 귀여운 버선코 모양인데', '귀엽기도 한데 욕나오면서 헛움음 나오겠죠.']"
42,칭찬,15,"['가능한 할 수 있는 모든 방향에서 모든 포퓰리즘 정책을 쥐어짜서 국민들 입맛에 맞게 가공해서 발표함이새끼 시정 잘했다고 칭찬받는 것도 이젠 못 믿겠다', '기레기들한테 그렇게 당하고도 계속 기레기들한테먹잇감 던져주고 있는 민주당이 언론에 놀아나고 있는 거죠.민주당의 요즘 행보 과연 누가 칭찬할까요?', '용진씨는 유치원3법 사학법 이런데만 매진하면 얼마든지 칭찬해줄 사람들 많은데 본인은 그걸 아는지 모르겠네요']"
43,안정,15,"['안정성의섬 상위소득에서 반대한다면 감세 영역을 확장해주는 식이 오히려 좋을 듯. 솔직히 강남 자가 아파트 사는 사람들이 보편적으로 뿌리는 30만원에 삶이 달라질까', '이재명은 합니다 세금뜯고 빚내서라도 이재명 국채 1천조 호들갑 떨 일 아냐국가부채비율 안정적 수준httpsnews.joins.comarticle23863340', '맞고나면 심리적 안정감이 대단합니다. 실제 손님들은 2차까지 맞고 저는 1차 맞고나니 누가 기침을 해도 그러려니 하게 되더군요.']"
44,이익,14,"['곰돌e 토지거래허가제는 2020년 10월인데 거짓말인가요?그리고 다산신도시 이익 환원한 것도 거짓말이나 앞으로 할 예정인건가요?다른 의도는 없고 궁금해서 여쭤봅니다.', '99년 1월 12사단 신교대에서 실투척 하는 날 아침.컨디션 안좋은 사람꿈자리 안좋은 사람 열외불이익 없으니까 열외해 악마 조교새끼까 처음으로 부드럽게 말함.', 'xa0그렇게 따지면 아까 님이 말씀하신 그 정당을 지지하는 사람들이 자신의 이익을 지켜주기만 하면 얼마든지 지지한다는 것도 님 생각이죠']"
45,장점,14,"['오세훈의 장점인 스마트하고 행정력 좋다는 이미지가 이재명한테도 그대로 있음. 따라서 그냥 대세따라가는 매치업이 될 거라고 예상지금 환경에서 붙으면 오세훈이 이김', '기본소득은 기본적으로 게으른 정책이죠.n고도화된 우리나라 행정력의 장점이 무색해짐.', '젊다는 거만 장점이면 박사방 만들었던 애들도 좀 섭외하지 국짐에 딱 어울리는 데']"
46,재미,14,"['이보디보 사진을 보면 치즈 냥이로 추정되는 냥이가 구멍으로 빨려들어가는 모양새로 찍혀 있는 것 자체가 절묘하잖아유? 그냥 그 자체로도 충분히 재미 있는 사진 이라고 생각해유 저는.', '하나도 재미없는 매치업이군요nxa0n조국 vs 윤석열n추미애 vs 윤석열nn이둘의 재미에 반에반도 따라가지 못할 것 같습니다', '이해찬이 상왕이지요?진짜 이건 솔직히 우리 같은 사람들이나 재미 있어하지 국민들은 의아해할듯 작성자 해태브라벗콘']"
47,미소,14,"['미소가.엄마 아빠 가슴을 녹여 내겠네요.애기 미소가 너무 이쁘네요.', '저절로 미소가딸자랑 하실 만합니다. 예쁘고 건강하게 잘 키우시길', '엄뫄야 미소가 . 모르는 사람이봐도 일케 이뿐데요']"
48,보배,13,"['샤오미 a800 괜찮아요.허나 후방은 안좋아요 상시전원킷 사용할거면 조금생각하셔야할거에요 저전압차단이 11.4v에 컷되서 보배 장착차량아니면 추천하기 그러해요.', '근데 참 의미 없어 보이는 게.현실에서 영향력 갑은 보배 같은데 순위는 15위밖에 안됨.상위권들 대부분이 방구석 여포 키보드 워리어들', '깨문들이 4년 동안 루리웹 보배드림에 깔려고 올린 자료만 해도 넘쳐남그거 그대로 퍼와서 이거 니들이 만든건데? 보여주면됨']"
49,예방,13,"['개 키워봤구만.개 키워 봤으니 손바닥으로 코앞에 대는거지.그래야 혹시라도 무는건 예방할 수 있으니.깔려고 쌩쇼를 다하네. 언론개혁 반드시 해야됨.', '뽑뿌 게시물입니다.백신 예방률에 관한 오해.httpwww.ppomppu.co.krzboardview.php?idfreeboardno7455749', '그런 애들 제 주변에도 있었는데 그때마다 야 독감백신 예방율이 40 60인 건 아냐? 이러면 다들 찌그러져요.']"
50,신뢰,13,"['상위 20 빼곤 반대할 이유가 없죠. 내는 것보다 받는 게 많으니까요. 그리고 이재명이 한다고 하면 신뢰를 보낼 사람들도 적지 않을 거라 예상합니다.', '자기 일에 충실한 사람만이 신뢰를 얻는다 지요 쓸데없는 일에 힘 빼지 마세요 보는 사람들 지칩니다', '이낙연은 신뢰를 완전히 잃어버려서 아무리 좋은 말 해봤자 다시 좋아질 일 없음']"
51,착하다,13,"['그냥 싫기 떄문에.이유는 얼마든지 만들어낼 수 있다. 아주 거창하게.노무현도 싫어했고 문재인도 싫어했고 조국도.그냥 싫은거다싫고 미운데 잘나고 착하고 인기까지 있으니.더 싫은 거지', '저거라도 어디임 솔직히 난 저만큼도 안 되는 줄 알았네요.그래도 전 딴지가 좋네요 따뜻한분들 많고 행동력 좋은분들도 많고 특히 남도울때 십시일반해주는 마음들착한변태들임', '착한남자군 803호 시발 진짜 싹 다 털어야 되는데.']"
52,이루다,12,"['dragonlet 부러워 하지 마세요. 열심히 일해서 이뤄야 인생이지 그따위로 사는 게 뭐라고 저도 부럽네요 시발', '금수저는 시작 자체를 안해도 되잖아요 이재용이 뭘 시작해서 이룬건 아니잖아요 거니가 하던거 받아서 하듯.', '왜 버립니까? 공정세상 이루고 싶다면 솔선수범하여 수사 받게 타일러야죠.']"
